Name,Distance,Distance_err,RA,Dec,SpectralType,Mass,Mag,Notes,OtherNames,Constellation,Source
HIP90945,61.32,0.0,18.5514,-54.263,K4Vp...,,8.5,,,,Isaacson et al.
HIP90959,76.32,0.0,18.5549,22.314,K4V,,8.9,,,,Isaacson et al.
HIP90979,82.84,0.0,18.5580,-11.636,K7V,,10.0,,,,Isaacson et al.
HIP91009,53.49,0.0,18.5655,51.719,K7Vvar,,8.2,,,,Isaacson et al.
HIP91128,50.23,0.0,18.5884,45.744,M2,,9.84,,,,Isaacson et al.
HIP91154,70.12,0.0,18.5972,-61.227,K3V,,9.34,,,,Isaacson et al.
HIP91217,126.55,0.0,18.6077,9.122,F5III,,5.38,,,,Isaacson et al.
HIP91237,103.39,0.0,18.6109,6.672,F3V,,5.43,,,,Isaacson et al.
HIP91262,25.28,0.0,18.6156,38.784,A0Vvar,,0.03,,,,Isaacson et al.
HIP91430,41.42,0.0,18.6457,-14.490,M1V:,,11.2,,,,Isaacson et al.
HIP91438,42.07,0.0,18.6482,-21.052,G5V,,5.85,,,,Isaacson et al.
HIP91605,77.63,0.0,18.6819,31.533,K3V,,8.54,,,,Isaacson et al.
HIP91608,52.84,0.0,18.6826,-13.379,M,,10.6,,,,Isaacson et al.
HIP91699,36.86,0.0,18.6997,31.830,M4,,11.2,,,,Isaacson et al.
GJ725,11.48,0.0,18.7130,59.630,M3.0V,,8.9,,,,Isaacson et al.
GJ725,11.48,0.0,18.7131,59.626,M3.5V,,9.69,,,,Isaacson et al.
HIP91919,162.10,0.0,18.7390,39.670,F1V,,4.67,,,,Isaacson et al.
HIP91926,160.14,0.0,18.7397,39.613,A8Vn,,4.59,,,,Isaacson et al.
HIP91971,153.62,0.0,18.7462,37.605,Am,,4.34,,,,Isaacson et al.
HIP91973,150.03,0.0,18.7467,37.594,F0IVvar,,5.73,,,,Isaacson et al.
SCR1845,12.56,0.0,18.7515,-63.963,M8.5V,,17.4,,,,Isaacson et al.
HIP92024,95.24,0.0,18.7575,-64.871,A7V,,4.78,,,,Isaacson et al.
HIP92043,61.97,0.0,18.7610,20.546,F6V,,4.19,,,,Isaacson et al.
HIP92161,92.63,0.0,18.7837,18.181,A5III,,4.34,,,,Isaacson et al.
HIP92200,45.99,0.0,18.7909,-3.640,K5,,8.81,,,,Isaacson et al.
HIP92270,93.28,0.0,18.8046,23.515,F8V,,6.19,,,,Isaacson et al.
HIP92283,56.42,0.0,18.8081,10.745,K0,,7.97,,,,Isaacson et al.
HIP92311,55.45,0.0,18.8144,17.439,M0,,9.17,,,,Isaacson et al.
GJ729,9.65,0.0,18.8304,-23.836,M3.5V,,10.4,,,,Isaacson et al.
HIP92451,54.14,0.0,18.8407,-62.051,M3,,10.7,,,,Isaacson et al.
HIP92549,84.80,0.0,18.8597,52.975,G9IVa,,5.51,,,,Isaacson et al.
HIP92573,50.55,0.0,18.8642,16.583,M2,,10.1,,,,Isaacson et al.
HIP92858,77.95,0.0,18.9219,-37.498,K1V,,7.98,,,,Isaacson et al.
HIP92871,37.51,0.0,18.9243,8.402,M2Ve,,10.1,,,,Isaacson et al.
HIP92919,69.80,0.0,18.9314,23.556,K0V,,8.16,,,,Isaacson et al.
HIP92946,131.77,0.0,18.9370,4.203,A5V,,4.62,,,,Isaacson et al.
HIP92951,142.53,0.0,18.9374,4.202,A5Vn,,4.98,,,,Isaacson et al.
HIP92984,88.06,0.0,18.9437,4.265,G5,,6.71,,,,Isaacson et al.
HIP93017,48.60,0.0,18.9504,32.901,G0V,,5.2,,,,Isaacson et al.
HIP93069,41.10,0.0,18.9585,-55.992,M2V,,8.86,,,,Isaacson et al.
HIP93101,36.20,0.0,18.9667,5.908,M2V,,9.22,,,,Isaacson et al.
HIP93174,97.52,0.0,18.9787,-37.107,F3IV/V,,4.83,,,,Isaacson et al.
HIP93185,76.32,0.0,18.9808,30.181,G0,,6.8,,,,Isaacson et al.
HIP93408,127.53,0.0,19.0240,46.935,A7V,,5.0,,,,Isaacson et al.
HIP93506,89.04,0.0,19.0435,-29.880,A3IV,,2.6,,,,Isaacson et al.
HIP93747,83.17,0.0,19.0902,13.863,A0Vn,,2.99,,,,Isaacson et al.
HIP93805,124.92,0.0,19.1041,-4.883,B9Vn,,3.43,,,,Isaacson et al.
HIP93843,133.07,0.0,19.1105,28.628,F0III,,5.53,,,,Isaacson et al.
HIP93858,55.77,0.0,19.1146,-37.811,G8V,,6.15,,,,Isaacson et al.
HIP93864,120.35,0.0,19.1157,-27.670,K1/K2II,,3.32,,,,Isaacson et al.
HIP93871,78.93,0.0,19.1172,7.616,K5V,,9.23,,,,Isaacson et al.
HIP93873,28.11,0.0,19.1182,20.888,M2,,10.7,,,,Isaacson et al.
HIP93899,28.90,0.0,19.1203,20.877,M2,,10.7,,,,Isaacson et al.
HIP93917,132.09,0.0,19.1238,32.502,F0V,,5.2,,,,Isaacson et al.
HIP94083,88.71,0.0,19.1527,76.560,A9V,,5.11,,,,Isaacson et al.
HIP94114,129.48,0.0,19.1579,-37.904,A0/A1V,,4.11,,,,Isaacson et al.
HIP94150,120.03,0.0,19.1647,-68.424,G8/K0II,,5.31,,,,Isaacson et al.
HIP94225,65.23,0.0,19.1812,-47.159,K7V,,9.36,,,,Isaacson et al.
HIP94346,65.23,0.0,19.2032,57.672,G8V,,7.04,,,,Isaacson et al.
HIP94349,32.94,0.0,19.2041,2.886,M4,,11.0,,,,Isaacson et al.
HIP94376,100.13,0.0,19.2093,67.661,G9III,,3.07,,,,Isaacson et al.
HIP94645,88.06,0.0,19.2592,-24.179,F8V,,6.25,,,,Isaacson et al.
HIP94650,82.52,0.0,19.2597,11.554,K0,,8.06,,,,Isaacson et al.
HIP94739,51.21,0.0,19.2786,-45.889,K9V...,,9.38,,,,Isaacson et al.
HIP94779,122.96,0.0,19.2851,53.368,K0III,,3.8,,,,Isaacson et al.
HIP95149,67.84,0.0,19.3583,-34.983,G1/G2V,,6.48,,,,Isaacson et al.
HIP95261,155.25,0.0,19.3809,-54.424,A0Vn,,5.03,,,,Isaacson et al.
HIP95319,50.23,0.0,19.3928,33.222,G8V,,6.37,,,,Isaacson et al.
HIP95467,85.13,0.0,19.4193,-66.469,K5V,,8.4,,,,Isaacson et al.
HIP95501,49.90,0.0,19.4250,3.115,F0IV,,3.36,,,,Isaacson et al.
HIP95575,81.87,0.0,19.4406,49.465,K3V,,8.01,,,,Isaacson et al.
HIP95730,89.69,0.0,19.4709,12.536,K2,,9.17,,,,Isaacson et al.
HIP95853,122.31,0.0,19.4951,51.730,A5Vn,,3.76,,,,Isaacson et al.
HIP95995,54.47,0.0,19.5189,58.586,K1V,,6.6,,,,Isaacson et al.
HIP96085,58.71,0.0,19.5352,-11.275,K2V,,7.53,,,,Isaacson et al.
HIP96100,18.79,0.0,19.5393,69.661,K0V,,4.67,,,,Isaacson et al.
HIP96113,71.75,0.0,19.5418,-35.452,K3/K4V,,8.69,,,,Isaacson et al.
HIP96183,65.56,0.0,19.5571,21.840,G5V,,6.89,,,,Isaacson et al.
HIP96229,110.24,0.0,19.5682,7.379,K3III,,4.45,,,,Isaacson et al.
HIP96258,83.17,0.0,19.5722,51.236,F7V,,5.71,,,,Isaacson et al.
HIP96285,46.97,0.0,19.5777,4.582,K5,,9.35,,,,Isaacson et al.
HIP96395,78.93,0.0,19.5988,56.984,G0,,6.73,,,,Isaacson et al.
HIP96441,60.34,0.0,19.6074,50.221,F4V,,4.49,,,,Isaacson et al.
HIP96710,72.73,0.0,19.6601,-26.752,---,,10.4,,,,Isaacson et al.
HIP96895,70.45,0.0,19.6969,50.525,G2V,,5.99,,,,Isaacson et al.
HIP96901,69.80,0.0,19.6978,50.517,G5V,,6.25,,,,Isaacson et al.
HIP97051,73.71,0.0,19.7237,10.089,M0,,10.0,,,,Isaacson et al.
HIP97222,66.21,0.0,19.7593,33.602,K3V,,7.68,,,,Isaacson et al.
HIP97222,66.21,0.0,19.7593,33.602,K3V,,7.68,,,,Isaacson et al.
HIP97223,67.19,0.0,19.7599,30.010,K5V,,9.15,,,,Isaacson et al.
HIP97295,67.84,0.0,19.7738,33.727,F5,,5.0,,,,Isaacson et al.
HIP97534,135.35,0.0,19.8237,-72.503,A4III,,5.39,,,,Isaacson et al.
HIP97650,86.11,0.0,19.8463,10.763,F0V,,5.38,,,,Isaacson et al.
HIP97649,16.76,0.0,19.8464,8.868,A7IV-V,,0.76,,,,Isaacson et al.
GJ768,16.67,0.0,19.8464,8.868,A7IV,,0.77,,,,Isaacson et al.
HIP97675,62.95,0.0,19.8504,10.416,F8V,,5.12,,,,Isaacson et al.
GJ1245AC,14.81,0.0,19.8984,44.415,M5.5V,,13.4,,,,Isaacson et al.
GJ1245B,14.81,0.0,19.8987,44.416,M6V,,14.0,,,,Isaacson et al.
HIP98036,44.68,0.0,19.9219,6.407,G8IVvar,,3.71,,,,Isaacson et al.
HIP98106,75.99,0.0,19.9378,-72.364,K5V,,8.4,,,,Isaacson et al.
HIP98130,62.30,0.0,19.9436,-31.335,K3/K4V,,8.42,,,,Isaacson et al.
HIP98192,82.84,0.0,19.9537,29.824,K1V,,7.91,,,,Isaacson et al.
HIP98204,61.32,0.0,19.9554,-12.568,K4V,,9.29,,,,Isaacson et al.
HIP98316,74.04,0.0,19.9758,-54.937,K3V,,8.54,,,,Isaacson et al.
HIP98416,79.91,0.0,19.9965,-9.958,F8V,,5.87,,,,Isaacson et al.
HIP98421,156.55,0.0,19.9976,-34.698,A4/A5IV,,5.3,,,,Isaacson et al.
HIP98470,67.84,0.0,20.0056,-33.703,F7V,,5.65,,,,Isaacson et al.
HIP98505,62.62,0.0,20.0121,22.711,G5,,7.67,,,,Isaacson et al.
HIP98677,62.95,0.0,20.0428,15.592,G7V,,7.15,,,,Isaacson et al.
HIP98698,42.73,0.0,20.0464,3.326,K4V,,7.46,,,,Isaacson et al.
HIP98767,51.53,0.0,20.0604,29.897,G6IV+..,,5.73,,,,Isaacson et al.
HIP98792,50.55,0.0,20.0645,23.341,K1V,,7.28,,,,Isaacson et al.
HIP98819,57.40,0.0,20.0684,17.070,G1V,,5.8,,,,Isaacson et al.
HIP98828,70.45,0.0,20.0694,25.790,K3V,,7.82,,,,Isaacson et al.
HIP98906,51.53,0.0,20.0839,54.434,M3,,11.9,,,,Isaacson et al.
HIP98921,61.32,0.0,20.0861,38.478,G5IV,,6.18,,,,Isaacson et al.
HIP98959,57.73,0.0,20.0924,-67.321,G2V,,6.07,,,,Isaacson et al.
HIP99031,78.60,0.0,20.1061,35.972,K0IV,,5.38,,,,Isaacson et al.
HIP99137,75.67,0.0,20.1264,-55.016,F8V,,6.26,,,,Isaacson et al.
HIP99150,47.62,0.0,20.1292,-31.754,M,,12.1,,,,Isaacson et al.
HIP99240,19.90,0.0,20.1454,-66.182,G5IV-Vv,,3.55,,,,Isaacson et al.
HIP99316,79.26,0.0,20.1595,16.806,K0...,,7.56,,,,Isaacson et al.
HIP99385,50.88,0.0,20.1721,-20.493,K4Vp,,8.91,,,,Isaacson et al.
HIP99427,54.47,0.0,20.1812,77.239,K5,,8.88,,,,Isaacson et al.
HIP99452,66.54,0.0,20.1850,16.188,K1V,,7.34,,,,Isaacson et al.
HIP99461,19.73,0.0,20.1866,-36.101,K2V,,5.32,,,,Isaacson et al.
HIP99572,91.32,0.0,20.2072,-12.617,F5V,,5.84,,,,Isaacson et al.
HIP99655,152.31,0.0,20.2233,56.568,A3IV-Vn,,4.28,,,,Isaacson et al.
HIP99701,20.22,0.0,20.2315,-45.164,M0V,,7.97,,,,Isaacson et al.
HIP99711,64.58,0.0,20.2333,0.000,K0,,7.79,,,,Isaacson et al.
HIP99742,153.29,0.0,20.2379,15.197,A2V,,4.94,,,,Isaacson et al.
HIP99764,66.21,0.0,20.2412,-7.282,K7V,,10.1,,,,Isaacson et al.
HIP99770,133.72,0.0,20.2422,36.806,A2V,,4.93,,,,Isaacson et al.
HIP99825,28.77,0.0,20.2548,-27.033,K3V,,5.73,,,,Isaacson et al.
HIP99880,79.58,0.0,20.2646,42.979,M0,,9.98,,,,Isaacson et al.
HIP100017,57.08,0.0,20.2920,66.854,G3V,,5.91,,,,Isaacson et al.
HIP100064,108.61,0.0,20.3009,-12.545,G6/G8II,,3.58,,,,Isaacson et al.
HIP100184,95.89,0.0,20.3216,-47.580,F5V,,6.13,,,,Isaacson et al.
HIP100223,58.38,0.0,20.3269,-46.428,K5V,,8.73,,,,Isaacson et al.
HIP100511,85.13,0.0,20.3812,14.551,F8V,,6.16,,,,Isaacson et al.
HIP100852,129.16,0.0,20.4481,-37.403,K1IV,,6.24,,,,Isaacson et al.
HIP100859,122.63,0.0,20.4506,49.383,F0V:,,5.73,,,,Isaacson et al.
HIP100923,50.23,0.0,20.4616,-27.748,M3,,11.4,,,,Isaacson et al.
HIP100925,63.27,0.0,20.4623,-30.868,G6/G8V,,6.61,,,,Isaacson et al.
HIP101027,98.50,0.0,20.4810,-17.814,F3V,,4.77,,,,Isaacson et al.
HIP101093,135.35,0.0,20.4930,62.994,A7III,,4.21,,,,Isaacson et al.
HIP101150,75.34,0.0,20.5030,26.843,M2,,9.69,,,,Isaacson et al.
HIP101180,25.96,0.0,20.5089,65.449,M3,,10.5,,,,Isaacson et al.
HIP101262,85.13,0.0,20.5256,33.776,K5,,9.22,,,,Isaacson et al.
HIP101382,72.41,0.0,20.5477,41.898,G9V,,7.08,,,,Isaacson et al.
HIP101612,89.69,0.0,20.5930,-60.582,F1III,,4.75,,,,Isaacson et al.
HIP101772,101.11,0.0,20.6261,-47.291,K0III,,3.11,,,,Isaacson et al.
HIP101955,60.34,0.0,20.6605,4.972,K5V,,7.88,,,,Isaacson et al.
HIP101997,47.62,0.0,20.6699,-23.774,G8/K0V,,6.36,,,,Isaacson et al.
HIP102040,68.17,0.0,20.6792,19.935,G5V,,6.43,,,,Isaacson et al.
HIP102101,77.95,0.0,20.6912,57.430,M0,,10.2,,,,Isaacson et al.
HIP102141,33.27,0.0,20.6976,-32.435,Mpe,,10.2,,,,Isaacson et al.
HIP102186,39.46,0.0,20.7052,-52.699,K7V,,8.83,,,,Isaacson et al.
HIP102226,82.52,0.0,20.7137,20.844,K0,,8.26,,,,Isaacson et al.
HIP102253,138.62,0.0,20.7197,66.657,A8V,,5.59,,,,Isaacson et al.
HIP102264,73.06,0.0,20.7211,-29.424,G3/G5V,,6.95,,,,Isaacson et al.
HIP102332,85.13,0.0,20.7335,-21.356,K7V,,9.84,,,,Isaacson et al.
HIP102333,78.60,0.0,20.7340,-51.921,A6:var,,4.51,,,,Isaacson et al.
HIP102409,32.42,0.0,20.7526,-31.341,M1Ve,,8.81,,,,Isaacson et al.
HIP102422,46.64,0.0,20.7548,61.839,K0IV,,3.41,,,,Isaacson et al.
HIP102485,47.62,0.0,20.7682,-25.271,F5V,,4.13,,,,Isaacson et al.
HIP102488,71.75,0.0,20.7702,33.970,K0III,,2.48,,,,Isaacson et al.
HIP102531,102.74,0.0,20.7775,16.124,A2Ia+..,,5.15,,,,Isaacson et al.
HIP102532,101.43,0.0,20.7776,16.124,K1IV,,4.27,,,,Isaacson et al.
HIP102766,76.97,0.0,20.8212,32.285,K2,,8.25,,,,Isaacson et al.
HIP102805,96.22,0.0,20.8272,12.545,F5V,,6.01,,,,Isaacson et al.
HIP102843,137.64,0.0,20.8347,44.059,A4me...,,5.06,,,,Isaacson et al.
HIP102851,67.19,0.0,20.8363,29.384,K5V,,8.32,,,,Isaacson et al.
HIP102870,73.06,0.0,20.8425,52.899,K5,,9.69,,,,Isaacson et al.
HIP103039,17.87,0.0,20.8758,-16.975,---,,11.4,,,,Isaacson et al.
HIP103096,22.96,0.0,20.8888,62.154,M2V,,8.55,,,,Isaacson et al.
HIP103256,74.04,0.0,20.9186,13.177,K3V,,8.82,,,,Isaacson et al.
HIP103388,47.94,0.0,20.9463,10.448,M4,,11.3,,,,Isaacson et al.
HIP103389,68.49,0.0,20.9465,-26.296,F7V,,5.7,,,,Isaacson et al.
HIP103441,44.36,0.0,20.9571,22.363,M3,,11.9,,,,Isaacson et al.
HIP103458,70.45,0.0,20.9611,-44.129,G0V,,6.52,,,,Isaacson et al.
HIP103650,83.82,0.0,21.0009,70.669,K2,,9.32,,,,Isaacson et al.
HIP103673,92.95,0.0,21.0060,-51.265,F5IV-V,,5.76,,,,Isaacson et al.
HIP103768,66.54,0.0,21.0275,-32.524,K5V,,9.37,,,,Isaacson et al.
HIP103800,45.01,0.0,21.0329,-6.319,M3,,11.2,,,,Isaacson et al.
HIP103859,62.95,0.0,21.0447,45.885,K2,,7.69,,,,Isaacson et al.
HIP103910,45.99,0.0,21.0539,-56.963,M4,,12.8,,,,Isaacson et al.
HIP104019,157.86,0.0,21.0734,-19.855,A5V,,4.82,,,,Isaacson et al.
HIP104092,48.27,0.0,21.0888,7.069,K5,,8.27,,,,Isaacson et al.
HIP104139,158.19,0.0,21.0991,-17.233,A1V,,4.08,,,,Isaacson et al.
GJ820A,11.38,0.0,21.1150,38.749,K5.0V,,5.2,,,,Isaacson et al.
GJ820B,11.38,0.0,21.1154,38.742,K7.0V,,6.03,,,,Isaacson et al.
HIP104239,57.40,0.0,21.1196,-13.923,K1V,,7.12,,,,Isaacson et al.
HIP104383,85.78,0.0,21.1460,-4.427,M1,,9.45,,,,Isaacson et al.
HIP104436,78.93,0.0,21.1557,-82.027,G3V,,6.98,,,,Isaacson et al.
HIP104440,60.99,0.0,21.1562,-73.173,G3IV,,5.67,,,,Isaacson et al.
HIP104521,114.81,0.0,21.1724,10.131,F0p,,4.7,,,,Isaacson et al.
HIP104644,46.64,0.0,21.1971,-43.614,M1:,,11.9,,,,Isaacson et al.
HIP104887,68.17,0.0,21.2465,38.045,F1IV,,3.74,,,,Isaacson et al.
HIP105038,52.51,0.0,21.2757,9.394,K2,,7.88,,,,Isaacson et al.
GJ825,12.85,0.0,21.2876,-38.867,K9.0V,,6.67,,,,Isaacson et al.
HIP105152,62.62,0.0,21.3008,0.000,K2,,8.15,,,,Isaacson et al.
HIP105184,77.30,0.0,21.3076,-43.334,G5V,,6.75,,,,Isaacson et al.
HIP105199,48.60,0.0,21.3097,62.586,A7IV-V,,2.45,,,,Isaacson et al.
HIP105312,60.99,0.0,21.3293,-26.353,G5V,,6.56,,,,Isaacson et al.
HIP105319,96.87,0.0,21.3311,-53.449,A5V,,4.39,,,,Isaacson et al.
HIP105341,53.16,0.0,21.3372,-19.852,K5V,,9.09,,,,Isaacson et al.
HIP105406,86.43,0.0,21.3504,40.345,F8V,,6.39,,,,Isaacson et al.
HIP105668,156.55,0.0,21.4032,-12.878,F0V,,5.48,,,,Isaacson et al.
HIP105675,82.52,0.0,21.4042,-58.692,K3V,,8.68,,,,Isaacson et al.
HIP105712,66.54,0.0,21.4113,-68.228,G5V,,6.98,,,,Isaacson et al.
HIP105769,111.87,0.0,21.4221,46.714,F0V,,5.59,,,,Isaacson et al.
HIP105858,30.04,0.0,21.4407,-65.366,F6V,,4.21,,,,Isaacson et al.
HIP105860,150.03,0.0,21.4408,19.376,A8m,,6.08,,,,Isaacson et al.
HIP105905,75.34,0.0,21.4496,-56.125,K3V,,8.65,,,,Isaacson et al.
HIP105911,76.65,0.0,21.4504,-44.808,K0V,,7.49,,,,Isaacson et al.
HIP105932,52.84,0.0,21.4547,-6.844,M0,,11.0,,,,Isaacson et al.
HIP105932,52.84,0.0,21.4547,-6.844,M0,,11.0,,,,Isaacson et al.
HIP106106,21.98,0.0,21.4936,17.643,M4,,10.3,,,,Isaacson et al.
HIP106147,58.71,0.0,21.5008,-12.510,K4/K5V,,9.11,,,,Isaacson et al.
HIP106231,81.54,0.0,21.5171,23.335,K8,,9.23,,,,Isaacson et al.
HIP106400,75.34,0.0,21.5503,62.002,K,,9.34,,,,Isaacson et al.
GJ832,16.11,0.0,21.5594,-49.009,M1.5V,,8.66,,,,Isaacson et al.
HIP106481,124.27,0.0,21.5663,45.592,G8III,,3.98,,,,Isaacson et al.
HIP106559,88.39,0.0,21.5809,-20.084,F5V,,5.7,,,,Isaacson et al.
HIP106696,47.94,0.0,21.6114,-50.845,K2V,,7.14,,,,Isaacson et al.
HIP106811,42.73,0.0,21.6334,27.724,---,,9.83,,,,Isaacson et al.
HIP106897,127.53,0.0,21.6503,20.265,F2V,,5.77,,,,Isaacson et al.
HIP107022,72.08,0.0,21.6749,-74.074,G8V,,7.07,,,,Isaacson et al.
HIP107089,68.82,0.0,21.6913,-77.390,K0III,,3.73,,,,Isaacson et al.
HIP107143,76.65,0.0,21.7028,-41.125,K5V,,8.82,,,,Isaacson et al.
HIP107346,65.88,0.0,21.7417,41.597,K0,,9.65,,,,Isaacson et al.
HIP107350,59.69,0.0,21.7420,14.772,G0V,,5.96,,,,Isaacson et al.
HIP107522,61.97,0.0,21.7766,-57.703,K7V,,8.77,,,,Isaacson et al.
HIP107556,38.49,0.0,21.7840,-16.127,A5mF2,,2.85,,,,Isaacson et al.
HIP107625,77.30,0.0,21.8000,-40.256,K3V,,8.62,,,,Isaacson et al.
HIP107649,50.88,0.0,21.8044,-47.303,G2V,,5.57,,,,Isaacson et al.
HIP107705,52.51,0.0,21.8183,-72.102,M2Ve,,9.53,,,,Isaacson et al.
HIP107711,43.70,0.0,21.8200,-41.559,M6,,11.5,,,,Isaacson et al.
HIP107772,73.06,0.0,21.8333,-41.245,M0,,10.5,,,,Isaacson et al.
HIP107788,108.94,0.0,21.8357,17.286,F2III-I,,5.34,,,,Isaacson et al.
HIP107975,90.02,0.0,21.8750,28.793,F6IVwva,,5.52,,,,Isaacson et al.
HIP108028,77.95,0.0,21.8848,20.930,K0,,8.18,,,,Isaacson et al.
HIP108036,90.02,0.0,21.8883,-13.552,F3IV,,5.08,,,,Isaacson et al.
HIP108092,75.67,0.0,21.8997,41.779,M2,,10.3,,,,Isaacson et al.
HIP108156,66.21,0.0,21.9125,32.328,K0,,7.73,,,,Isaacson et al.
HIP108159,49.25,0.0,21.9126,-46.992,M3,,11.9,,,,Isaacson et al.
HIP108162,85.78,0.0,21.9142,-77.338,K3IV,,8.23,,,,Isaacson et al.
HIP108162,85.78,0.0,21.9142,-77.338,K3IV,,8.23,,,,Isaacson et al.
HIP108506,117.42,0.0,21.9819,-4.373,K2V,,6.24,,,,Isaacson et al.
HIP108567,75.67,0.0,21.9923,-60.933,K7,,9.53,,,,Isaacson et al.
HIP108569,38.49,0.0,21.9930,-59.753,M2,,9.74,,,,Isaacson et al.
HIP108752,53.49,0.0,22.0303,16.467,M2,,10.6,,,,Isaacson et al.
HIP108782,33.59,0.0,22.0362,1.400,M0,,9.17,,,,Isaacson et al.
GJ845A,11.81,0.0,22.0560,-56.786,K4.0V,,4.68,,,,Isaacson et al.
HIP108917,101.43,0.0,22.0632,64.628,Am,,4.26,,,,Isaacson et al.
HIP109176,38.16,0.0,22.1169,25.345,F5V,,3.77,,,,Isaacson et al.
HIP109268,101.11,0.0,22.1372,-46.961,B7IV,,1.73,,,,Isaacson et al.
HIP109285,130.14,0.0,22.1397,-32.988,A2V,,4.5,,,,Isaacson et al.
HIP109378,69.15,0.0,22.1583,-7.549,G0,,6.54,,,,Isaacson et al.
HIP109388,28.60,0.0,22.1612,-4.641,M3,,10.4,,,,Isaacson et al.
HIP109422,60.99,0.0,22.1691,-32.548,F6V,,4.94,,,,Isaacson et al.
HIP109427,96.54,0.0,22.1700,6.198,A2V,,3.52,,,,Isaacson et al.
HIP109474,106.33,0.0,22.1774,70.132,F2V,,5.52,,,,Isaacson et al.
HIP109527,73.06,0.0,22.1866,36.256,K0,,7.23,,,,Isaacson et al.
HIP109555,37.18,0.0,22.1917,18.426,M2,,10.2,,,,Isaacson et al.
HIP109638,45.01,0.0,22.2100,8.553,M3,,11.9,,,,Isaacson et al.
HIP109822,124.27,0.0,22.2439,-15.818,K0/K1V,,6.55,,,,Isaacson et al.
HIP109821,72.08,0.0,22.2441,-41.382,G5V,,6.23,,,,Isaacson et al.
HIP109857,83.82,0.0,22.2506,57.043,F0IV,,4.18,,,,Isaacson et al.
HIP109926,69.80,0.0,22.2650,54.673,K1V,,7.5,,,,Isaacson et al.
HIP109980,77.95,0.0,22.2755,68.340,K5,,9.23,,,,Isaacson et al.
HIP110066,82.52,0.0,22.2943,-48.650,K3V,,8.4,,,,Isaacson et al.
HIP110078,125.24,0.0,22.2974,-77.511,F3III,,5.49,,,,Isaacson et al.
HIP110109,44.36,0.0,22.3043,-53.627,G1V,,5.36,,,,Isaacson et al.
HIP110341,103.39,0.0,22.3488,8.187,F6V,,6.18,,,,Isaacson et al.
HIP110395,157.53,0.0,22.3609,-1.387,A0V,,3.86,,,,Isaacson et al.
HIP110443,43.38,0.0,22.3712,-54.561,K7V,,8.98,,,,Isaacson et al.
HIP110506,132.42,0.0,22.3856,-45.928,F3III-I,,5.62,,,,Isaacson et al.
HIP110526,52.18,0.0,22.3914,32.459,M0...,,10.7,,,,Isaacson et al.
HIP110640,69.47,0.0,22.4126,22.551,M0,,8.83,,,,Isaacson et al.
HIP110712,75.02,0.0,22.4309,-75.016,G3IV,,6.12,,,,Isaacson et al.
HIP110750,87.08,0.0,22.4371,-19.188,K3/K4V,,9.25,,,,Isaacson et al.
HIP110774,81.54,0.0,22.4424,63.879,K7,,9.52,,,,Isaacson et al.
HIP110778,65.23,0.0,22.4429,-16.742,G3V,,5.55,,,,Isaacson et al.
GJ860B,13.14,0.0,22.4666,57.696,M4.0V,,11.4,,,,Isaacson et al.
GJ860A,13.14,0.0,22.4668,57.697,M3.0V,,9.79,,,,Isaacson et al.
HIP110935,141.88,0.0,22.4771,-67.489,A3V,,5.56,,,,Isaacson et al.
HIP110951,73.39,0.0,22.4794,18.932,---,,10.7,,,,Isaacson et al.
HIP110996,50.23,0.0,22.4876,-30.018,K4V,,7.65,,,,Isaacson et al.
HIP111169,102.09,0.0,22.5215,50.282,A1V,,3.76,,,,Isaacson et al.
HIP111170,83.17,0.0,22.5218,-6.555,F7V,,6.15,,,,Isaacson et al.
HIP111188,148.07,0.0,22.5251,-32.346,A1V,,4.29,,,,Isaacson et al.
HIP111313,41.75,0.0,22.5506,9.378,M0V:,,10.3,,,,Isaacson et al.
HIP111449,74.04,0.0,22.5782,-20.708,F7V,,5.21,,,,Isaacson et al.
HIP111685,61.32,0.0,22.6250,39.381,M2,,9.41,,,,Isaacson et al.
HIP111766,48.27,0.0,22.6416,-65.378,---,,11.5,,,,Isaacson et al.
GJ866,11.25,0.0,22.6426,-15.302,M5.0V,,13.0,,,,Isaacson et al.
HIP111802,28.18,0.0,22.6460,-20.621,M0Vpe,,9.06,,,,Isaacson et al.
HIP111888,73.71,0.0,22.6641,4.116,K2,,8.48,,,,Isaacson et al.
HIP111960,44.03,0.0,22.6787,-29.674,K4/K5V,,7.83,,,,Isaacson et al.
HIP111978,87.08,0.0,22.6820,-31.990,G8/K0V,,7.41,,,,Isaacson et al.
HIP111983,74.69,0.0,22.6830,-46.202,K5V,,9.14,,,,Isaacson et al.
HIP112117,76.65,0.0,22.7102,-47.211,G0,,5.99,,,,Isaacson et al.
HIP112190,70.12,0.0,22.7226,-6.401,K0,,8.11,,,,Isaacson et al.
HIP112245,81.87,0.0,22.7349,64.571,G8V,,7.5,,,,Isaacson et al.
GJ873,16.44,0.0,22.7805,44.334,M3.5V,,10.2,,,,Isaacson et al.
HIP112496,86.76,0.0,22.7871,18.384,G0,,9.02,,,,Isaacson et al.
HIP112527,64.91,0.0,22.7922,83.697,K2,,7.53,,,,Isaacson et al.
HIP112623,129.48,0.0,22.8093,-51.317,A3V,,3.49,,,,Isaacson et al.
HIP112724,115.13,0.0,22.8280,66.200,K0III,,3.5,,,,Isaacson et al.
